Date,Open,High,Low,Close,Price,Volume
1/2/2019,59.349998,61.080002,59.119999,60.799999,54.390453,2133800
1/3/2019,60.75,61.009998,60.080002,60.759998,54.354671,1686600
1/4/2019,61.380001,62.279999,61.32,62.220001,55.660763,1917300
1/7/2019,61.52,62.27,61.32,62,55.463947,1563300
1/8/2019,62.060001,62.150002,61.639999,61.82,55.302929,1246100
1/9/2019,62.259998,62.599998,61.970001,62.360001,55.785999,1541600
1/10/2019,61.970001,62.779999,61.849998,62.779999,56.161724,1183000
1/11/2019,62.130001,62.490002,61.810001,62.16,55.607079,1079100
1/14/2019,61.84,62.509998,61.759998,62.220001,55.660763,1012000
1/15/2019,62.240002,62.759998,61.91,62.220001,55.660763,1089700
1/16/2019,61.689999,61.810001,61.279999,61.41,54.93615,1704300
1/17/2019,60.889999,61.799999,60.860001,61.650002,55.150852,1161100
1/18/2019,62.580002,62.959999,62.380001,62.720001,56.108047,1315700
1/22/2019,61.400002,61.689999,60.990002,61.09,54.649887,2482500
1/23/2019,60.799999,60.98,60.09,60.380001,54.014732,1879600
1/24/2019,60.209999,60.91,60.139999,60.450001,54.077354,1614500
1/25/2019,60.959999,61,60.599998,60.720001,54.31889,1528300
1/28/2019,59.790001,60.07,59.529999,60,53.674789,1722000
1/29/2019,60.16,60.639999,59.900002,59.98,53.656898,2708900
1/30/2019,61.040001,61.07,60.43,60.720001,54.31889,3822200
1/31/2019,63.16,63.490002,62.75,62.799999,56.179611,4564000
2/1/2019,63.209999,63.75,62.919998,63.75,57.029465,4141700
2/4/2019,63.869999,64.620003,63.720001,64.610001,57.798801,2663300
2/5/2019,64.82,65.199997,64.760002,65.18,58.308708,2586500
2/6/2019,64.68,65.43,64.669998,65.309998,58.425003,1829000
2/7/2019,64.910004,65.029999,64.150002,64.550003,57.745132,2517900
2/8/2019,64.339996,64.650002,64.040001,64.580002,57.771965,2458500
2/11/2019,64,64.419998,63.860001,64.110001,57.351517,1433800
2/12/2019,64.900002,65.389999,64.720001,65.110001,58.246094,2364200
2/13/2019,65.059998,65.32,64.790001,64.959999,58.111904,2021300
2/14/2019,63.669998,64.209999,63.59,63.869999,57.975746,2895600
2/15/2019,63.5,63.98,63.360001,63.830002,57.939445,4471000
2/19/2019,63.490002,64.529999,63.450001,64.349998,58.411449,1280200
2/20/2019,64.120003,64.940002,64.120003,64.599998,58.638378,1084200
2/21/2019,64.120003,64.309998,63.560001,63.740002,57.85775,1455300
2/22/2019,64.260002,64.260002,63.91,64,58.093758,982100
2/25/2019,63.98,64.220001,63.790001,64.029999,58.120979,1291600
2/26/2019,64.160004,64.660004,63.98,64.029999,58.120979,1048200
2/27/2019,64.300003,64.489998,63.970001,64.019997,58.111904,949200
2/28/2019,64.129997,64.129997,63.529999,63.610001,57.739746,1218300
3/1/2019,63.619999,63.98,63.360001,63.610001,57.739746,1607000
3/4/2019,63.560001,63.639999,63.07,63.529999,57.667126,1136400
3/5/2019,63.48,63.779999,63.400002,63.740002,57.85775,857200
3/6/2019,63.790001,63.810001,63.459999,63.639999,57.766975,919100
3/7/2019,63.279999,63.349998,62.759998,62.779999,56.986343,1477900
3/8/2019,61.57,62.009998,61.419998,61.959999,56.242016,1852400
3/11/2019,62.130001,62.639999,62.099998,62.439999,56.677715,1251500
3/12/2019,62.220001,62.799999,62.200001,62.509998,56.741253,1766900
3/13/2019,63.549999,64.220001,63.41,64.220001,58.293449,1203100
3/14/2019,64.400002,64.599998,64.260002,64.330002,58.393303,1191500
3/15/2019,64.480003,64.889999,64.43,64.550003,58.593002,1594400
3/18/2019,64.849998,65.339996,64.830002,65.230003,59.210251,3274300
3/19/2019,65.82,65.82,65.110001,65.239998,59.219318,1153900
3/20/2019,65.330002,66.230003,65.010002,65.919998,59.836563,1953900
3/21/2019,65.75,65.870003,65.309998,65.43,59.391785,1736700
3/22/2019,65.010002,65.080002,64.029999,64.07,58.157291,1516000
3/25/2019,64.330002,64.400002,63.66,63.950001,58.048367,1200800
3/26/2019,64.660004,64.980003,64.269997,64.389999,58.447762,1280500
3/27/2019,64.029999,64.25,63.310001,63.689999,57.812359,2188500
